loop_id,node_count,edge_count,total_transaction_amount,avg_transaction_amount,max_transaction_amount,min_transaction_amount,transaction_count,earliest_transaction_date,latest_transaction_date,time_span_days,has_bidirectional_edges,partner_count,shareholder_count,member_company_count,cross_holding_count,max_edge_count_between_nodes
72,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
73,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
74,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
75,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
76,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
77,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
78,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
79,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
80,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
81,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
82,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
83,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
84,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
85,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
86,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
87,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
88,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
89,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
90,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
91,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
92,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
93,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
94,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
95,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
96,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
97,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
98,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
99,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
100,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
101,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
102,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
103,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
104,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
105,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
106,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
107,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
108,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
109,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
110,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
111,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
112,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
113,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
114,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
115,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
116,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
117,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
118,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
119,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
120,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
121,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
122,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
123,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
124,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
125,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
126,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
127,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
128,6,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
129,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
130,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
131,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
132,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
133,6,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
134,6,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
135,6,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
136,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
137,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
138,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
139,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
140,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
141,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
142,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
143,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
144,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
145,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
146,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
147,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
148,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
149,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
150,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
151,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
152,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
153,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
154,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
155,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
156,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
157,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
158,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
159,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
160,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
161,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
162,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
163,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
164,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
165,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
166,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
167,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
168,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
169,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
170,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
171,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
172,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
173,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
174,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
175,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
176,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
177,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
178,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
179,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
180,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
181,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
182,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
183,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
184,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
185,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
186,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
187,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
188,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
189,6,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
190,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
191,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
192,5,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
193,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
194,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
195,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
196,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
197,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
198,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
199,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
200,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
201,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
202,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
203,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
204,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
205,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
206,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
207,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
208,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
209,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
210,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
211,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
212,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
213,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
214,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
215,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
216,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
217,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
218,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
219,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
220,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
221,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
222,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
223,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
224,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
225,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
226,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
227,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
228,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
229,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
230,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
231,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
232,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
233,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
234,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
235,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
236,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
237,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
238,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
239,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
240,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
241,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
242,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
243,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
244,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
245,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
246,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
247,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
248,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
249,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
250,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
251,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
252,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
253,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
254,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
255,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
256,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
257,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
258,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
259,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
260,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
261,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
262,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
263,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
264,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
265,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
266,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
267,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
268,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
269,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
270,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
271,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
272,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
273,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
274,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
275,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
276,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
277,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
278,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
279,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
280,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
281,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
282,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
283,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
284,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
285,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
286,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
287,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
288,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
289,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
290,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
291,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
292,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
293,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
294,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
295,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
296,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
297,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
298,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
299,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
300,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
301,4,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,0,0,1
302,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
303,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
304,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
305,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
306,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
307,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
308,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
309,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
310,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
311,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
312,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
313,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
314,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
315,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
316,5,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
317,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
318,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
319,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
320,5,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
321,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
322,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
323,4,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
324,4,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
325,6,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
326,6,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
327,5,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
328,5,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
329,5,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
330,5,0,0.0,0.0,0.0,0.0,0,,,0,False,0,1,1,0,1
331,8,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
332,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
333,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
334,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,1,0,1
335,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
336,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
337,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
338,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
339,7,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
340,6,0,0.0,0.0,0.0,0.0,0,,,0,False,0,0,0,0,1
